path,source,split,label,plant,disease,augmented,assigned_split
Data\watermelon\watermelon___healthy\IMG_2513.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___healthy\IMG_2544.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___healthy\IMG_2871.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___healthy\IMG_2882.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___healthy\IMG_2855.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___healthy\IMG_2828.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___healthy\IMG_2511.jpg,watermelon,,Watermelon - Healthy,Watermelon,Healthy,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2025.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_3030.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_1972.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2154.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2108.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2081.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2980.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2072.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_1922.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\watermelon\watermelon___mosaic_virus\IMG_2032.jpg,watermelon,,Watermelon - Mosaic Virus,Watermelon,Mosaic Virus,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_121308.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_125204_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_115914.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_122229_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_115005.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_121220_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_120946_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_120945.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_130107_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Alternaria\IMG_20230916_115403.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Alternaria,Pomegranate,Alternaria,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_121420_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_134122_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_151254.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_135602_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_151449_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_140646.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_142243_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_150417_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_123614.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Anthracnose\IMG_20230903_140723_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Anthracnose,Pomegranate,Anthracnose,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230916_132636_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_100441_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_091431.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_100909_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_092100_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_100534_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_095324_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_093414.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230910_115251_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Bacterial_Blight\IMG_20230813_101137.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Bacterial Blight,Pomegranate,Bacterial Blight,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_161050_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_154129.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_153226_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_161613_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_153231_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_160335_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_162748.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_155427_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_154215_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Cercospora\IMG_20230813_162836.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Cercospora,Pomegranate,Cercospora,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230916_104900_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230910_114011_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230910_105432_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230916_111538_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230916_111150_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230910_114321_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230916_105527.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230910_105301_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230910_105507_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\Pomegranate Fruit Diseases Dataset for Deep Learning Models\Pomegranate Diseases Dataset\Pomegranate Diseases Dataset\Healthy\IMG_20230910_115014_1.jpg,Pomegranate Fruit Diseases Dataset for Deep Learning Models,,Pomegranate - Healthy,Pomegranate,Healthy,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0115-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0131-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0135-removebg-preview (1).png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0146-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0197-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0202-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0208-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0217-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Bacterial_Blight\IMG-20241027-WA0324-removebg-preview.png,papaya,,Papaya - Bacterial Blight,Papaya,Bacterial Blight,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG20241110190807.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG20241110191324.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0009-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0213-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0499-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0470-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0062-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0477-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0431-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\Carica_Insect_Hole\IMG-20241027-WA0262-removebg-preview.png,papaya,,Papaya - Carica Insect Hole,Papaya,Carica Insect Hole,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0156-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0460-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0114-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0435-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0035-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0165-removebg-preview (1).png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0377-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0436-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0160-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\healthy_leaf\IMG-20241027-WA0199-removebg-preview.png,papaya,,Papaya - Healthy Leaf,Papaya,Healthy Leaf,False,train
Data\papaya\papaya main dataset\Yellow_Necrotic_Spots_Holes\IMG-20241027-WA0015-removebg-preview.png,papaya,,Papaya - Yellow Necrotic Spots Holes,Papaya,Yellow Necrotic Spots Holes,False,train
Data\papaya\papaya main dataset\Yellow_Necrotic_Spots_Holes\IMG-20241027-WA0307-removebg-preview.png,papaya,,Papaya - Yellow Necrotic Spots Holes,Papaya,Yellow Necrotic Spots Holes,False,train
